ndcg@5,precision@5,recall@5,ndcg@10,precision@10,recall@10,ndcg@20,precision@20,recall@20,ap,rr,query,query_type
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,improve documentation,task
0.0,0.0,0.0,0.13012668333070054,0.1,0.03333333333333333,0.4048367356818291,0.2,0.13333333333333333,0.15643796992481201,0.14285714285714285,integration problems,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08444547229931133,0.041666666666666664,frontend bugs,vague
0.6608397947263839,0.8,0.08888888888888889,0.7015099647232446,0.8,0.17777777777777778,0.8422889500444077,0.75,0.3333333333333333,0.7470015948963318,0.5,infinite scroll not loading,specific
0.6608397947263839,0.8,0.08888888888888889,0.77990823370192,0.9,0.2,0.8483508782763015,0.75,0.3333333333333333,0.7560096728749979,0.5,database connection pool exhausted,specific
1.0,1.0,0.1111111111111111,1.0,1.0,0.2222222222222222,1.0,0.75,0.3333333333333333,1.0,1.0,form validation missing,specific
0.0,0.0,0.0,0.0,0.0,0.0,0.16104282508920814,0.05,0.022222222222222223,0.05886970172684458,0.07692307692307693,authentication,vague
0.13120507751234178,0.2,0.022222222222222223,0.21501812929496178,0.3,0.06666666666666667,0.5531625934837016,0.6,0.26666666666666666,0.48264364720247066,0.2,user management,vague
1.0,1.0,0.16666666666666666,0.9955493585798949,0.8,0.26666666666666666,0.9955493585798949,0.4,0.26666666666666666,0.9704861111111112,1.0,audit logging,feature
1.0,1.0,0.1111111111111111,0.8893169747638527,0.7,0.15555555555555556,0.8136789289077162,0.4,0.17777777777777778,0.659399214231147,1.0,export functionality,vague
0.13120507751234178,0.2,0.03333333333333333,0.22082856303278733,0.3,0.1,0.4302385575381229,0.45,0.3,0.4113172207468964,0.2,refactor code,task
0.42033771861725655,0.6,0.2,0.4459332671576901,0.4,0.26666666666666666,0.48706593495280803,0.25,0.3333333333333333,0.3893117340176164,0.3333333333333333,timeout after 30 seconds,technical
0.5531464700081437,0.4,0.044444444444444446,0.4225749983705865,0.3,0.06666666666666667,0.3677317050593773,0.2,0.08888888888888889,0.3876720094828655,1.0,notification system,vague
0.4468535299918563,0.6,0.06666666666666667,0.6410457898283654,0.8,0.17777777777777778,0.6697395771069213,0.6,0.26666666666666666,0.6597248122248122,0.3333333333333333,data inconsistency in users table,specific
0.21398626473452756,0.2,0.03333333333333333,0.2816575879096919,0.3,0.1,0.4327739572552867,0.4,0.26666666666666666,0.4207336692578627,0.5,support PDF export,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,performance profiling,task
0.6164336326286644,0.6,0.2,0.6032621820619529,0.6,0.4,0.7649268121243951,0.65,0.8666666666666667,0.6415430274869636,1.0,integrate with Slack,feature
1.0,1.0,0.1111111111111111,1.0,1.0,0.2222222222222222,1.0,0.75,0.3333333333333333,1.0,1.0,memory leak in backend,specific
0.3391602052736161,0.2,0.03333333333333333,0.3026024134988135,0.1,0.03333333333333333,0.3026024134988135,0.05,0.03333333333333333,0.24293670399982692,1.0,500 internal server error on /api/users,technical
1.0,1.0,0.1111111111111111,1.0,1.0,0.2222222222222222,1.0,0.75,0.3333333333333333,1.0,1.0,transaction deadlock,specific
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09263772787189405,0.037037037037037035,ORM query optimization needed,technical
0.0,0.0,0.0,0.0,0.0,0.0,0.09759501249802542,0.05,0.022222222222222223,0.10397886427298192,0.06666666666666667,database issues,vague
0.8539316501572937,0.8,0.08888888888888889,0.6177639991612476,0.5,0.1111111111111111,0.8600251849284563,0.7,0.3111111111111111,0.7091625454009354,1.0,page load slow,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,security audit,task
0.38356636737133565,0.4,0.044444444444444446,0.39356081945565907,0.4,0.08888888888888889,0.649544393673912,0.6,0.26666666666666666,0.5651038131065725,0.5,search not working,vague
0.8539316501572937,0.8,0.13333333333333333,0.7059054020403313,0.6,0.2,0.9283500300424428,0.75,0.5,0.7803651322304572,1.0,optimize database queries,task
0.4703652827859579,0.4,0.06666666666666667,0.442219594238013,0.4,0.13333333333333333,0.5951889076970384,0.5,0.3333333333333333,0.4960916060881698,1.0,add unit tests,task
0.6843515475204855,0.6,0.1,0.7218018303820491,0.7,0.23333333333333334,0.8535007654284729,0.7,0.4666666666666667,0.7162543424927326,1.0,setup monitoring,task
0.915210949803576,0.8,0.13333333333333333,0.805818895981818,0.4,0.13333333333333333,0.8526626231316555,0.25,0.16666666666666666,0.6813146997929608,1.0,unicode character encoding issue,technical
0.30078518014914984,0.4,0.06666666666666667,0.5462574254588146,0.7,0.23333333333333334,0.6314336071753135,0.6,0.4,0.5772014114570312,0.3333333333333333,401 unauthorized error,technical
1.0,1.0,0.1111111111111111,1.0,1.0,0.2222222222222222,1.0,0.75,0.3333333333333333,1.0,1.0,high CPU usage,specific
0.4703652827859579,0.4,0.06666666666666667,0.5926825204089029,0.6,0.2,0.7960632533288512,0.7,0.4666666666666667,0.6414297950594895,1.0,password reset email not sent,specific
0.0,0.0,0.0,0.0,0.0,0.0,0.24446237960006664,0.25,0.16666666666666666,0.2648520524508983,0.0625,XSS in user input,technical
1.0,1.0,0.1111111111111111,0.9216017310213247,0.9,0.2,0.9770711936052253,0.75,0.3333333333333333,0.9218634524516877,1.0,query performance degradation,specific
0.4912596920895758,0.6,0.1,0.4486689375380671,0.5,0.16666666666666666,0.6478700925130638,0.6,0.4,0.5633992810308599,0.5,login problems,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.24613829388165614,0.15,0.1,0.1174520388452277,0.07692307692307693,race condition in concurrent requests,technical
1.0,1.0,0.1111111111111111,1.0,1.0,0.2222222222222222,1.0,0.7,0.3111111111111111,1.0,1.0,session timeout not working,specific
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,code review needed,task
0.5296347172140421,0.6,0.06666666666666667,0.62851089260591,0.7,0.15555555555555556,0.8246870891842576,0.75,0.3333333333333333,0.6996003414656665,0.5,JSON parsing error,specific
